commentCount,dislikeCount,etag,favoriteCount,id,likeCount,viewCount
182,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/qmbLeLNTstHq0NsmAG6XS5PiaFo""",0,EVfPPJ5FUmA,966,90697
149,18,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/YWSCTzWu3_VD34wgZHRgfLtNCWE""",0,urHQRbRNuYI,1424,103092
229,16,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/SztBzbboCHTzrZAGS9fxBSprQrE""",0,JLnIUGOupOA,1033,74993
214,18,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/yrpcTNX4x1OIL0OIAadTDRRJCYU""",0,liR0gS0sZY0,1448,175058
91,14,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/osMknQnqx3NgLRCgrupyMDCxtNo""",0,m6UM-rN2D6s,1074,141781
199,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/5qCvLMt8W-N1zPRr841HnDw1yr4""",0,gxd0MPX8c6I,1445,113421
447,44,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/BDW_Stwj65_tnSJnJsy0xMHiDCs""",0,_kkZcIgocBM,2584,208899
134,16,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/C2O0BO4_MMhIroBIHvCvZaQ5aQU""",0,sS-hNYgDUak,1097,85524
245,42,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/SyOTOP1gDxobZ_NCfrkyIUZnupw""",0,hoimk4s8JoQ,2207,247595
202,26,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/HSCuPORrjPM7upadd3XKpvRD5EE""",0,Xzv3iiWi1Wo,1530,112095
118,56,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/BpJj-fWPiCbHd_NQ17JvQtnF34o""",0,WJJwrnFhUUg,1406,213502
291,28,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/b_JfUi758SD7ZeGb39yZOt2vb68""",0,HQC5sPN9Xhc,1909,157364
117,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/CdNDg593Bh1gArNi6d0KY3BBI18""",0,wDnLlywAL5I,1103,116394
228,55,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/WbNPMyRQBIa6v4Wp8W7gkWs1NhU""",0,AE1GKcL3NuI,2693,264264
285,57,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/qmHmunGPpc6FBQgfz9jJuVXU31s""",0,ReENCTH7MYI,2783,204641
192,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/mCKKu400OcbOS9A-zd6hPLlJ1ZE""",0,JMPwj3u4ZTA,1229,82151
124,22,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/K0cekFLOV2OwC_0ENmQBNuJHr5w""",0,j8Jf7QVKLgQ,945,115672
221,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/l2BUwFdLdH4XAEwLMahQd4cL5Fc""",0,IPPU49PyfEA,1044,126065
208,49,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/oh_F13b7t3Uoyeg3U99lE-5Q9Rk""",0,RulXVcpgpqw,2362,205676
231,23,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/WHkhkrs1v40OEBaSJVdCAU_HPhc""",0,hfvhXOvg43w,1582,118567
63,7,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/ZjP3ymeEUbVfDge-EpiCGA2XjLE""",0,8Zge88tVwjE,782,62987
229,125,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/-VvOKB6DbvTvQbOd-e5rJ1wqbNY""",0,tayQX_ng-Nc,3601,358358
388,43,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/D4vpCoZNEK5URZ2QT4eiJg5z-wk""",0,l_jN9KN257M,2156,193084
105,15,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Jc3qnwXPvRt-xiZtDrYlAUgnFxo""",0,txAtX-VyVNc,913,63560
296,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9YFPLW_bXLQTWHEHiPT-U6wbovw""",0,T2G5waMfQ-g,2104,133375
410,76,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/JmgaJC4COOgAo4CZUro88S1g5XI""",0,I4h6TC4CPJY,3174,333977
847,166,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Gabti5hp8oAItA2sM96tMfc6ccQ""",0,8QWvzEQ69Kw,5875,525748
254,42,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gjsM_eJt9AO1hY6w1UUJKDfk9Io""",0,cC5ozePVKGI,1648,213686
909,128,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/hVNX4wEd4ccPL5a_crpEkAJurnk""",0,8P-YeoTmVrw,7254,591506
166,27,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/DHQyWNTpquDP3PZ9N9a4hrjuYyE""",0,EHD9u-lo2wc,1326,138350
233,27,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/h0A6jXKuC9lHDUhkuw2c-aPb8kg""",0,Io4fwhacpEs,1593,98762
129,33,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/TxI4TBcZTtZjXY2SLuniwQzxoMw""",0,PMDyPrE0puo,1717,241170
175,20,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/MCrVQ6ExKwCa1I9S1_wi20-ze7s""",0,e5JhYi_G-l0,1449,125677
231,7,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gQWSlojyFIHfSA-2XrtV3gRS5ag""",0,l_HqMYquc08,1396,100867
479,64,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9xL9mqww--DylNQYcpF7GX6uso8""",0,AGhXEPfp-W4,3390,371739
454,44,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/BAfOMgBKJhz1LeAozMF8cCP4Rkg""",0,_MdMhQIOL1Y,2913,223515
169,14,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/3eqDvh6RZAYthZ_k8sMJjTcXkfk""",0,nkDA_R-XmqA,1440,96690
153,18,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/f-2uUQb5_Y4SCdI1MiwfJHGjDGg""",0,CP6_5cQVZvQ,1058,73075
253,26,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/cBsR9TvXRN7tLcmY0DfIeOv5bKs""",0,HOdS-G8p1KE,2002,161219
175,19,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/21f6_LBBWo0ErkIaOCKS2SoDIOs""",0,knOutsaiKfU,1119,99432
297,77,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/aCzVL9BuPtknSQ8mawweHEpGjGQ""",0,lSeRrm5ZK9c,3136,350979
179,47,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/fTOy-tg1gSe5PvEqoc_ehHRlzls""",0,so--opB-yuQ,1369,131031
404,32,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/-8zOakk2i_3LBxufcqelxs_rYUg""",0,gmCXgS38NDc,1577,152695
80,47,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/fBtAr1iaNjFfqsBEy0YJDvx5Zvc""",0,9N5IWKzYIyU,1032,215925
132,28,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/fz4G0o6M_vrNeRSJgCBwqflpgTM""",0,se7wOprxRGs,1283,158574
273,30,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9AkAVSWmuIbCHg4A0pKiG-LZtlA""",0,1enWTsRi16o,1550,141584
205,43,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/eCoyEuMVFVn6rT3KZm7jnViSxsg""",0,JdXCoxkOdwQ,1797,179684
489,42,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/JNnJ_HFCEOuxgOs1Jm7qO_7cdCQ""",0,nXlu_Q0sR7c,2243,210832
152,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/HXeHrEGoIpKijylDfX8WCEc1BjA""",0,e0VUprkc1n0,1105,94941
252,60,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Fai_rTP25H1g-7MPoftpui-r6QI""",0,v8Znj8bbmCQ,2148,241214
118,10,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/7UaxoUu2RNQrDsF9I6nLWI70Aks""",0,7ZUQTXuDPaI,961,63012
100,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gbf-_P1TffZgu79BJTtq4JAyRsk""",0,GBN9AIw3Ao4,1115,88037
154,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/ClFzCAm280FZTs85VpddoEJotmE""",0,U2_SKgM3f4A,1050,80849
207,33,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/N-erUeOlkTTT3IcZUuqFVvepDbY""",0,EBZKuVbRY54,1375,154891
283,85,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/0IOUb_gbfWDxHQy6wQy83nOSKnA""",0,GzSqjyQUPZQ,3084,523111
79,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/6Ly9244-T1qHC3lT2cGjZRCUSzw""",0,Dkww2nHpuZw,728,89240
237,32,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/yPpCng9J92P1ON1Yr02CviGJCzw""",0,e63Cgln6Yag,1363,126975
218,20,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/KkF0s_IYRdEfp2YloNtHOo3_6HA""",0,fz0YjqtHW84,1612,103436
198,39,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gn6Snr-V09sDnw_r9VIKVdpCEB8""",0,hEyR2FDp-00,1891,127175
342,33,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/O2ujMk88lkgc64PUf9bi1f1u05w""",0,HMx34Am6RFg,1734,193876
301,28,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/0sIkd6WORoXajrZoM5QfzWegbWk""",0,QyncJfL_HmU,1948,162849
79,19,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/hs6JO82Sl2GJr2PE2TJMiub_cYc""",0,rTTWw5Gd79I,1145,122629
460,37,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/IRGekZidZGdbyDIBRCIlmpex9T4""",0,yAiYirlcq7o,1944,174784
175,33,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/oHzE42YldJ-vO_aiFGjdkEMx2eg""",0,XBqD3QhKU24,1640,117254
138,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/adgaE5tluLbuj6obv1p-FG4bTYY""",0,5U3G61r35Mc,886,61590
533,67,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/_KV51ywU3q0yKcpsn3glKKIJ99w""",0,EVQcDEiJh2o,3495,302945
163,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/FzJjUs-7ymUZU8jxy3YTmA6pjtk""",0,pYWiLm_-sXw,1432,172211
294,32,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/ksLNimrQVmyGBFwiuGaeHHwn_w4""",0,QDwd4pMYyuo,2274,194171
196,18,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/FNFhJmB7_1tb95BdG561193Ll_U""",0,lTb8DN6G6dE,1173,92061
205,27,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/og94_gOoEnzq9UD5yNoJM6HnVqg""",0,uBRKVa7sy1Q,1613,124505
174,23,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/l8doE8-rkmY6_hVSuRtv2krw0W8""",0,4E35-8x_y04,1490,162048
1443,161,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/fSeoby_Oc1xNJKW8Qk1pIJ0Gauk""",0,LygUyAb78oY,9093,1108838
176,30,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/_efzsG2AVT68tpIwbJu7E_sM1I0""",0,WT6n0K2zGnA,1195,160610
139,12,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/GhGPIPpn8xx0oZ1_-LXF9-WfPzo""",0,fcx1yUuSf3o,1054,84379
188,28,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/LZ7SY7y5GJLHoFeHzHT6Z1EoccI""",0,xgjQ0v2d9mE,1191,97442
90,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/7p56cZwKfEBF3XIRcJ7W2StMdmE""",0,Z0vtjRLqXcQ,772,72706
109,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/URC4u-fEqhPQ5I1j4b_2Ane6jEs""",0,2FpVyGanPwM,1075,92694
96,15,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/MA6MBT7B4RQSTuWOesd8xt1kwNE""",0,dafH8ks9Zww,774,59280
157,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/wOv67wspbXD7UVkzkrOeQs0lUio""",0,y5k4GXw_-yI,1350,99625
170,25,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/AFiZ-896WemwIKJyLP6l7JTRmNk""",0,CnMLKAGi0yM,1113,124261
170,25,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/e6NFjCxXY7sX8OyUi09fwC0ncNY""",0,Rh-jKrMrmOA,1096,106578
304,80,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/FEFC2bUWr0rArhRE6oAzZuse0X0""",0,VYcsYzzRae4,2821,305972
186,17,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Fet8oQIRvtC1hBBCwSSTogaNLwU""",0,uZyZW3tkCE0,857,82915
213,34,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/v6cF4kqqH8kA3kNGgcmLnZOTnbQ""",0,obSLZWXmDak,1735,148849
243,19,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/mxDu6Jos_Kbw5uC2HIK9sK9hQjw""",0,mFOna_LN7Ys,1260,95899
295,35,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/U_WyaDVRk4SXA9D0HmVjd_qENsc""",0,vKyMU5Z8cDI,1789,207851
216,31,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/R7F0iS3EpK3MyP5lbgye8RsFn3I""",0,NYUIIBFj0iQ,2111,197807
161,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gmfhDr6FBgPrDP7xsjGO70azBvc""",0,Q03YvknOVe0,1232,134376
209,36,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/jkZr3UU2vRTfDZ_3ZPUEMmnTmAQ""",0,pfWV8NkotvU,1829,193628
248,29,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/YD5RIWRhSg1WiAaMyj2Ww1mITFo""",0,chhCkmp0RG8,1813,124666
1454,334,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/_xoxrSa4fLgOv4NOdx-L0LLA2Pc""",0,MHJB0IBnuD4,8779,742206
141,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/oOCFK4mAU1Sz5qHm7SWWWzPP6qQ""",0,cIUBUc_ITBc,1100,96510
151,22,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/G2xNUaIq5yKu0U8qEOX4IgSLYeo""",0,yxAMOdl6RJE,1301,106972
218,29,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/FEnMVcl5TnpRHJcMVaWftcHjnSA""",0,KsDPg5HZYNw,1444,155022
84,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/yrqIQZmN5Kg5EBuzFAR3BDT03Ww""",0,6O4sfJd8G_M,1047,98544
116,6,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/HsRnKTTsdHzliPJ4GZC0HL1n8N4""",0,HklPkQ0lSKA,890,58562
222,31,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/SYSo9LwnkgJ-e2euxpEv6mM_qrw""",0,2OxSJcFvpoU,1292,135869
332,20,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/ECJDLqlS3cWUkNd1yKEVxDDdq8I""",0,jq8bIbpW7DQ,1742,104970
654,88,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/r7DBIZnTj1G1Qw8QIgHXB7OOR84""",0,9DU6bunvD_g,1871,207563
31,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/E5MbNSzEq-o0OLhFAPi0rl-ujl8""",0,TM5qETFUP7M,211,27381
216,31,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/PoFgChlckZzx_Lz7nnXEPkplWMk""",0,WGUcw_kFvzU,1815,157837
1053,369,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/3TtGUYwGChRMaMBSDtqbXVrgyRk""",0,DFQlu6eqrBo,6153,731843
233,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/WiDSuomR2dfVOuHr5VUHmZW9t1w""",0,1ZriQGhSFTM,1461,113077
192,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/lxjg0iPzzADMS59q9qY6m4HZG18""",0,oJvk7gPDHiE,1047,98358
185,16,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Ud5jThOPqD7cGFmORa4X2VCX60U""",0,kdlHV6ceI_g,1079,97118
129,16,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/8i_jFGr0GMIjmUJa89E5J6F_rYY""",0,HuHC1RqtvDA,935,95144
150,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/TJOiTH_d7wdI6EBOFlrzKSlDLG4""",0,dbMJVM4iL2Q,1031,73400
83,20,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/aa3mOvKyUh4seezr8SGBfi9vX6c""",0,aOJsKNzO3i8,1231,129740
80,23,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/B6ozh08rXtHBQPXHdUjb4ZOE0cY""",0,n9EsFFtwZnE,960,125897
95,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/3rRk6STznRP9iZEyIVf5Wq7x7Rg""",0,YQPEy3hYGo8,836,64166
155,9,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/3LgIc_L0Y1fFZ_Kp5qEpCR0RO-o""",0,VAdMkf-AAPM,1200,82046
131,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/0NeYdUt12wmb6TWznVkf36Ca3TU""",0,ov4YaCQB9co,922,102636
279,43,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/iEHgn-TnJ1knEGYNJQqooN-34JI""",0,7t6ue0pEcNE,2176,175739
225,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Qs1wLMGMkfnZqJB1pmDViSlbQDw""",0,FPW2FwK4IOo,1120,102088
286,45,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/XxEddmeTNjmtLO1-tadChmbqNAg""",0,ubUXBqE6t0U,1811,182281
237,36,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/MaGmcP4NdQndlKB5tKWvLZZs0A8""",0,3q8Zi9480lw,1917,183224
43,14,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/XKdm6c-Jm5BBtcdyGXUAsn2PVY4""",0,P_DaqkFbnac,643,77993
158,26,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/VFWSz8PygfrYh6X9_DgY8cVAn5w""",0,QbgPu5f2Vf8,1240,91894
287,17,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/IdOKMyt_r9VLJv10_cMoQ-26s04""",0,vbPdQ0w8ylg,1557,100945
1167,196,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/HWtEIFElxfgrr2u9ybG-vnJXYIk""",0,enutOy-nsZk,6703,1087706
375,69,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/HXZGhCj12FPxqBqKg8IZR01u9_4""",0,1-9_enMBquw,2901,287738
147,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Enfvunh5ZM8uz5ZYa6o8t9wmSac""",0,9wp8NRzCJnw,1056,87600
187,21,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/lBcXuDhqraYdeISLEjQBf5-yO3k""",0,H4VsmKU5T7g,879,90471
184,15,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/sPqOzFYwPOfRXWOrY2cp2AorI3c""",0,CiNDyckERXQ,1588,141313
225,38,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/YwNwKi1SCu7kLjcCPrO0FgI622U""",0,N_u6x7LeyTM,1298,121899
339,81,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/3LH426C_LvU_s2elHB2-5HY0t6A""",0,a6Wil3OXNuI,2605,316015
577,82,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/hcIPXog3QJOKVt0H3QffD1u3-b8""",0,kMgd6r6c4vE,4674,330714
180,26,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/VKVQD_4h1vkmWp36b8v7ez6bK7k""",0,2gq2V6dCt2I,1509,162683
136,10,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/pSvMxmmrOUdwaury2m7fXPPBCyU""",0,19oz9XHZNzA,875,70196
326,68,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/lMN09i7-WcuPbDcb65cDd19iF0Y""",0,2zv_S_uVoVQ,2146,176094
250,22,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/JjnVloUpnS43Etqsw7PlB0NDquU""",0,nK-HebXL2uw,1115,91118
120,8,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/tp03dNMoY_zMdDqdoxLhPrzy9RM""",0,qg9c1SqdRko,924,67341
106,14,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/tcM3tpEi3uLEq-UMTDbe6-Qwn1U""",0,QglIjlqsUdU,1044,112402
1700,165,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/IhCwuenZcCn8kJWa9G0udJ-JL7E""",0,Qj6lMtnCt8o,8536,742210
138,25,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/tziEqvaETk3MPj6Gjao3Rz_NcnI""",0,HFdTxqEznIk,1257,89447
163,10,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/kPdMY44coqd6MkrVsqn6JqnPbUQ""",0,TyOO6WeP2AY,1037,78997
232,24,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/BM8IMTEltudpIlkJDzzcdxLppfY""",0,d50HkqB9JEM,1337,105123
99,12,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/n_FTenXa933CqkdiIlnOFgP1eZw""",0,gOGJYHWjXgE,711,49684
